,OnlyDate,Geographic Zone,Product,Quantity Ordered,Year,Month,Day,DayOfWeek,Lag1,Lag7
4513,2019-10-28,Austin (TX),AAA Batteries (4-pack),4,2019,10,28,0,6.0,8.0
4512,2019-10-28,Atlanta (GA),ThinkPad Laptop,1,2019,10,28,0,1.0,2.0
4511,2019-10-28,Atlanta (GA),AAA Batteries (4-pack),5,2019,10,28,0,1.0,13.0
4518,2019-10-28,Dallas (TX),ThinkPad Laptop,3,2019,10,28,0,3.0,1.0
4538,2019-10-29,Portland (ME),ThinkPad Laptop,2,2019,10,29,1,2.0,1.0
4539,2019-10-29,Portland (OR),AAA Batteries (4-pack),3,2019,10,29,1,5.0,8.0
4540,2019-10-29,Portland (OR),ThinkPad Laptop,1,2019,10,29,1,1.0,1.0
4544,2019-10-29,Seattle (WA),ThinkPad Laptop,4,2019,10,29,1,2.0,2.0
4542,2019-10-29,San Francisco (CA),ThinkPad Laptop,6,2019,10,29,1,1.0,2.0
4543,2019-10-29,Seattle (WA),AAA Batteries (4-pack),2,2019,10,29,1,11.0,13.0
4537,2019-10-29,New York City (NY),ThinkPad Laptop,1,2019,10,29,1,2.0,2.0
4541,2019-10-29,San Francisco (CA),AAA Batteries (4-pack),20,2019,10,29,1,31.0,26.0
4536,2019-10-29,New York City (NY),AAA Batteries (4-pack),23,2019,10,29,1,21.0,7.0
4535,2019-10-29,Los Angeles (CA),ThinkPad Laptop,2,2019,10,29,1,1.0,1.0
4534,2019-10-29,Los Angeles (CA),AAA Batteries (4-pack),29,2019,10,29,1,25.0,16.0
4533,2019-10-29,Dallas (TX),ThinkPad Laptop,3,2019,10,29,1,3.0,2.0
4532,2019-10-29,Dallas (TX),AAA Batteries (4-pack),7,2019,10,29,1,5.0,8.0
4531,2019-10-29,Boston (MA),ThinkPad Laptop,2,2019,10,29,1,2.0,1.0
4530,2019-10-29,Boston (MA),AAA Batteries (4-pack),16,2019,10,29,1,13.0,20.0
4529,2019-10-29,Austin (TX),AAA Batteries (4-pack),3,2019,10,29,1,4.0,2.0
4528,2019-10-29,Atlanta (GA),ThinkPad Laptop,2,2019,10,29,1,1.0,1.0
4527,2019-10-29,Atlanta (GA),AAA Batteries (4-pack),6,2019,10,29,1,5.0,6.0
4561,2019-10-30,Seattle (WA),ThinkPad Laptop,1,2019,10,30,2,4.0,1.0
4559,2019-10-30,San Francisco (CA),ThinkPad Laptop,4,2019,10,30,2,6.0,3.0
4558,2019-10-30,San Francisco (CA),AAA Batteries (4-pack),22,2019,10,30,2,20.0,51.0
4557,2019-10-30,Portland (OR),AAA Batteries (4-pack),10,2019,10,30,2,3.0,3.0
4556,2019-10-30,Portland (ME),AAA Batteries (4-pack),2,2019,10,30,2,2.0,1.0
4555,2019-10-30,New York City (NY),ThinkPad Laptop,1,2019,10,30,2,1.0,2.0
4554,2019-10-30,New York City (NY),AAA Batteries (4-pack),13,2019,10,30,2,23.0,16.0
4553,2019-10-30,Los Angeles (CA),ThinkPad Laptop,1,2019,10,30,2,2.0,2.0
4560,2019-10-30,Seattle (WA),AAA Batteries (4-pack),4,2019,10,30,2,2.0,8.0
4551,2019-10-30,Dallas (TX),ThinkPad Laptop,1,2019,10,30,2,3.0,2.0
4550,2019-10-30,Dallas (TX),AAA Batteries (4-pack),9,2019,10,30,2,7.0,4.0
4549,2019-10-30,Boston (MA),AAA Batteries (4-pack),10,2019,10,30,2,16.0,17.0
4548,2019-10-30,Austin (TX),ThinkPad Laptop,2,2019,10,30,2,1.0,1.0
4547,2019-10-30,Austin (TX),AAA Batteries (4-pack),6,2019,10,30,2,3.0,4.0
4546,2019-10-30,Atlanta (GA),ThinkPad Laptop,1,2019,10,30,2,2.0,2.0
4545,2019-10-30,Atlanta (GA),AAA Batteries (4-pack),10,2019,10,30,2,6.0,9.0
4552,2019-10-30,Los Angeles (CA),AAA Batteries (4-pack),23,2019,10,30,2,29.0,13.0
4579,2019-10-31,Seattle (WA),ThinkPad Laptop,1,2019,10,31,3,1.0,2.0
4578,2019-10-31,Seattle (WA),AAA Batteries (4-pack),8,2019,10,31,3,4.0,12.0
4576,2019-10-31,San Francisco (CA),AAA Batteries (4-pack),27,2019,10,31,3,22.0,25.0
4575,2019-10-31,Portland (OR),ThinkPad Laptop,2,2019,10,31,3,1.0,1.0
4574,2019-10-31,Portland (OR),AAA Batteries (4-pack),6,2019,10,31,3,10.0,2.0
4573,2019-10-31,Portland (ME),AAA Batteries (4-pack),1,2019,10,31,3,2.0,1.0
4572,2019-10-31,New York City (NY),ThinkPad Laptop,6,2019,10,31,3,1.0,2.0
4571,2019-10-31,New York City (NY),AAA Batteries (4-pack),22,2019,10,31,3,13.0,26.0
4577,2019-10-31,San Francisco (CA),ThinkPad Laptop,2,2019,10,31,3,4.0,3.0
4569,2019-10-31,Los Angeles (CA),AAA Batteries (4-pack),13,2019,10,31,3,23.0,16.0
4568,2019-10-31,Dallas (TX),ThinkPad Laptop,2,2019,10,31,3,1.0,1.0
4567,2019-10-31,Dallas (TX),AAA Batteries (4-pack),12,2019,10,31,3,9.0,8.0
4566,2019-10-31,Boston (MA),AAA Batteries (4-pack),11,2019,10,31,3,10.0,14.0
4565,2019-10-31,Austin (TX),ThinkPad Laptop,1,2019,10,31,3,2.0,1.0
4564,2019-10-31,Austin (TX),AAA Batteries (4-pack),6,2019,10,31,3,6.0,7.0
4563,2019-10-31,Atlanta (GA),ThinkPad Laptop,2,2019,10,31,3,1.0,2.0
4562,2019-10-31,Atlanta (GA),AAA Batteries (4-pack),6,2019,10,31,3,10.0,6.0
4570,2019-10-31,Los Angeles (CA),ThinkPad Laptop,4,2019,10,31,3,1.0,3.0
4594,2019-11-01,Seattle (WA),AAA Batteries (4-pack),9,2019,11,1,4,8.0,12.0
4593,2019-11-01,San Francisco (CA),ThinkPad Laptop,4,2019,11,1,4,2.0,4.0
4592,2019-11-01,San Francisco (CA),AAA Batteries (4-pack),37,2019,11,1,4,27.0,16.0
4591,2019-11-01,Portland (OR),AAA Batteries (4-pack),7,2019,11,1,4,6.0,9.0
4590,2019-11-01,Portland (ME),AAA Batteries (4-pack),1,2019,11,1,4,1.0,4.0
4589,2019-11-01,New York City (NY),ThinkPad Laptop,1,2019,11,1,4,6.0,2.0
4588,2019-11-01,New York City (NY),AAA Batteries (4-pack),9,2019,11,1,4,22.0,5.0
4586,2019-11-01,Los Angeles (CA),AAA Batteries (4-pack),15,2019,11,1,4,13.0,16.0
4585,2019-11-01,Dallas (TX),ThinkPad Laptop,1,2019,11,1,4,2.0,1.0
4584,2019-11-01,Dallas (TX),AAA Batteries (4-pack),8,2019,11,1,4,12.0,7.0
4583,2019-11-01,Boston (MA),AAA Batteries (4-pack),9,2019,11,1,4,11.0,8.0
4582,2019-11-01,Austin (TX),AAA Batteries (4-pack),11,2019,11,1,4,6.0,3.0
4581,2019-11-01,Atlanta (GA),ThinkPad Laptop,1,2019,11,1,4,2.0,1.0
4580,2019-11-01,Atlanta (GA),AAA Batteries (4-pack),6,2019,11,1,4,6.0,11.0
4587,2019-11-01,Los Angeles (CA),ThinkPad Laptop,1,2019,11,1,4,4.0,3.0
4604,2019-11-02,New York City (NY),AAA Batteries (4-pack),12,2019,11,2,5,9.0,20.0
4609,2019-11-02,San Francisco (CA),ThinkPad Laptop,2,2019,11,2,5,4.0,2.0
4608,2019-11-02,San Francisco (CA),AAA Batteries (4-pack),25,2019,11,2,5,37.0,27.0
4607,2019-11-02,Portland (OR),ThinkPad Laptop,2,2019,11,2,5,2.0,2.0
4606,2019-11-02,Portland (OR),AAA Batteries (4-pack),8,2019,11,2,5,7.0,10.0
4610,2019-11-02,Seattle (WA),AAA Batteries (4-pack),9,2019,11,2,5,9.0,9.0
4603,2019-11-02,Los Angeles (CA),ThinkPad Laptop,2,2019,11,2,5,1.0,2.0
4605,2019-11-02,New York City (NY),ThinkPad Laptop,5,2019,11,2,5,1.0,2.0
4601,2019-11-02,Dallas (TX),ThinkPad Laptop,3,2019,11,2,5,1.0,1.0
4595,2019-11-02,Atlanta (GA),AAA Batteries (4-pack),3,2019,11,2,5,6.0,10.0
4596,2019-11-02,Austin (TX),AAA Batteries (4-pack),3,2019,11,2,5,11.0,7.0
4597,2019-11-02,Austin (TX),ThinkPad Laptop,2,2019,11,2,5,1.0,1.0
4602,2019-11-02,Los Angeles (CA),AAA Batteries (4-pack),15,2019,11,2,5,15.0,17.0
4599,2019-11-02,Boston (MA),ThinkPad Laptop,3,2019,11,2,5,2.0,1.0
4600,2019-11-02,Dallas (TX),AAA Batteries (4-pack),7,2019,11,2,5,8.0,6.0
4598,2019-11-02,Boston (MA),AAA Batteries (4-pack),1,2019,11,2,5,9.0,4.0
4624,2019-11-03,San Francisco (CA),ThinkPad Laptop,4,2019,11,3,6,2.0,3.0
4623,2019-11-03,San Francisco (CA),AAA Batteries (4-pack),25,2019,11,3,6,25.0,26.0
4622,2019-11-03,Portland (OR),AAA Batteries (4-pack),3,2019,11,3,6,8.0,4.0
4621,2019-11-03,Portland (ME),AAA Batteries (4-pack),3,2019,11,3,6,1.0,1.0
4620,2019-11-03,New York City (NY),ThinkPad Laptop,2,2019,11,3,6,5.0,2.0
4619,2019-11-03,New York City (NY),AAA Batteries (4-pack),12,2019,11,3,6,12.0,26.0
4618,2019-11-03,Los Angeles (CA),ThinkPad Laptop,3,2019,11,3,6,2.0,3.0
4625,2019-11-03,Seattle (WA),AAA Batteries (4-pack),5,2019,11,3,6,9.0,7.0
4616,2019-11-03,Dallas (TX),ThinkPad Laptop,2,2019,11,3,6,3.0,3.0
4615,2019-11-03,Dallas (TX),AAA Batteries (4-pack),19,2019,11,3,6,7.0,4.0
4614,2019-11-03,Boston (MA),AAA Batteries (4-pack),10,2019,11,3,6,1.0,17.0
4613,2019-11-03,Austin (TX),ThinkPad Laptop,1,2019,11,3,6,2.0,3.0
4612,2019-11-03,Austin (TX),AAA Batteries (4-pack),2,2019,11,3,6,3.0,6.0
4611,2019-11-03,Atlanta (GA),AAA Batteries (4-pack),7,2019,11,3,6,3.0,1.0
4617,2019-11-03,Los Angeles (CA),AAA Batteries (4-pack),18,2019,11,3,6,15.0,26.0
4641,2019-11-04,Seattle (WA),ThinkPad Laptop,1,2019,11,4,0,1.0,2.0
4640,2019-11-04,Seattle (WA),AAA Batteries (4-pack),10,2019,11,4,0,5.0,11.0
4639,2019-11-04,San Francisco (CA),ThinkPad Laptop,3,2019,11,4,0,4.0,1.0
4638,2019-11-04,San Francisco (CA),AAA Batteries (4-pack),29,2019,11,4,0,25.0,31.0
4637,2019-11-04,Portland (OR),AAA Batteries (4-pack),7,2019,11,4,0,3.0,5.0
4636,2019-11-04,Portland (ME),AAA Batteries (4-pack),3,2019,11,4,0,3.0,1.0
4635,2019-11-04,New York City (NY),ThinkPad Laptop,1,2019,11,4,0,2.0,2.0
4634,2019-11-04,New York City (NY),AAA Batteries (4-pack),19,2019,11,4,0,12.0,21.0
4633,2019-11-04,Los Angeles (CA),ThinkPad Laptop,2,2019,11,4,0,3.0,1.0
4631,2019-11-04,Dallas (TX),ThinkPad Laptop,1,2019,11,4,0,2.0,3.0
4630,2019-11-04,Dallas (TX),AAA Batteries (4-pack),19,2019,11,4,0,19.0,5.0
4629,2019-11-04,Boston (MA),AAA Batteries (4-pack),14,2019,11,4,0,10.0,13.0
4628,2019-11-04,Austin (TX),AAA Batteries (4-pack),2,2019,11,4,0,2.0,4.0
4626,2019-11-04,Atlanta (GA),AAA Batteries (4-pack),2,2019,11,4,0,7.0,5.0
4632,2019-11-04,Los Angeles (CA),AAA Batteries (4-pack),19,2019,11,4,0,18.0,25.0
4627,2019-11-04,Atlanta (GA),ThinkPad Laptop,1,2019,11,4,0,1.0,2.0
4653,2019-11-05,Seattle (WA),AAA Batteries (4-pack),9,2019,11,5,1,10.0,2.0
4648,2019-11-05,New York City (NY),AAA Batteries (4-pack),8,2019,11,5,1,19.0,23.0
4652,2019-11-05,San Francisco (CA),ThinkPad Laptop,2,2019,11,5,1,3.0,6.0
4651,2019-11-05,San Francisco (CA),AAA Batteries (4-pack),25,2019,11,5,1,29.0,20.0
4650,2019-11-05,Portland (OR),AAA Batteries (4-pack),9,2019,11,5,1,7.0,3.0
4649,2019-11-05,Portland (ME),AAA Batteries (4-pack),5,2019,11,5,1,3.0,1.0
4647,2019-11-05,Los Angeles (CA),AAA Batteries (4-pack),6,2019,11,5,1,19.0,29.0
4645,2019-11-05,Boston (MA),ThinkPad Laptop,1,2019,11,5,1,3.0,2.0
4644,2019-11-05,Boston (MA),AAA Batteries (4-pack),17,2019,11,5,1,14.0,16.0
4643,2019-11-05,Austin (TX),AAA Batteries (4-pack),3,2019,11,5,1,2.0,3.0
4642,2019-11-05,Atlanta (GA),AAA Batteries (4-pack),4,2019,11,5,1,2.0,6.0
4646,2019-11-05,Dallas (TX),AAA Batteries (4-pack),12,2019,11,5,1,19.0,7.0
4667,2019-11-06,Seattle (WA),AAA Batteries (4-pack),9,2019,11,6,2,9.0,4.0
4666,2019-11-06,San Francisco (CA),ThinkPad Laptop,2,2019,11,6,2,2.0,4.0
4665,2019-11-06,San Francisco (CA),AAA Batteries (4-pack),17,2019,11,6,2,25.0,22.0
4664,2019-11-06,Portland (OR),ThinkPad Laptop,1,2019,11,6,2,2.0,1.0
4663,2019-11-06,Portland (OR),AAA Batteries (4-pack),2,2019,11,6,2,9.0,10.0
4661,2019-11-06,New York City (NY),AAA Batteries (4-pack),18,2019,11,6,2,8.0,13.0
4662,2019-11-06,New York City (NY),ThinkPad Laptop,3,2019,11,6,2,1.0,1.0
4659,2019-11-06,Dallas (TX),ThinkPad Laptop,1,2019,11,6,2,1.0,3.0
4658,2019-11-06,Dallas (TX),AAA Batteries (4-pack),10,2019,11,6,2,12.0,9.0
4657,2019-11-06,Boston (MA),ThinkPad Laptop,4,2019,11,6,2,1.0,2.0
4656,2019-11-06,Boston (MA),AAA Batteries (4-pack),5,2019,11,6,2,17.0,10.0
4655,2019-11-06,Austin (TX),AAA Batteries (4-pack),6,2019,11,6,2,3.0,6.0
4654,2019-11-06,Atlanta (GA),AAA Batteries (4-pack),14,2019,11,6,2,4.0,10.0
4660,2019-11-06,Los Angeles (CA),AAA Batteries (4-pack),20,2019,11,6,2,6.0,23.0
4678,2019-11-07,New York City (NY),AAA Batteries (4-pack),26,2019,11,7,3,18.0,22.0
4684,2019-11-07,Seattle (WA),AAA Batteries (4-pack),18,2019,11,7,3,9.0,8.0
4683,2019-11-07,San Francisco (CA),ThinkPad Laptop,7,2019,11,7,3,2.0,2.0
4685,2019-11-07,Seattle (WA),ThinkPad Laptop,5,2019,11,7,3,1.0,1.0
4682,2019-11-07,San Francisco (CA),AAA Batteries (4-pack),27,2019,11,7,3,17.0,27.0
4681,2019-11-07,Portland (OR),AAA Batteries (4-pack),3,2019,11,7,3,2.0,6.0
4680,2019-11-07,Portland (ME),ThinkPad Laptop,1,2019,11,7,3,2.0,1.0
4679,2019-11-07,New York City (NY),ThinkPad Laptop,2,2019,11,7,3,3.0,1.0
4677,2019-11-07,Los Angeles (CA),ThinkPad Laptop,2,2019,11,7,3,2.0,2.0
4670,2019-11-07,Austin (TX),AAA Batteries (4-pack),3,2019,11,7,3,6.0,6.0
4675,2019-11-07,Dallas (TX),ThinkPad Laptop,1,2019,11,7,3,1.0,1.0
4674,2019-11-07,Dallas (TX),AAA Batteries (4-pack),6,2019,11,7,3,10.0,12.0
4673,2019-11-07,Boston (MA),ThinkPad Laptop,1,2019,11,7,3,4.0,1.0
4672,2019-11-07,Boston (MA),AAA Batteries (4-pack),14,2019,11,7,3,5.0,11.0
4671,2019-11-07,Austin (TX),ThinkPad Laptop,1,2019,11,7,3,1.0,2.0
4669,2019-11-07,Atlanta (GA),ThinkPad Laptop,2,2019,11,7,3,1.0,1.0
4668,2019-11-07,Atlanta (GA),AAA Batteries (4-pack),3,2019,11,7,3,14.0,6.0
4676,2019-11-07,Los Angeles (CA),AAA Batteries (4-pack),21,2019,11,7,3,20.0,13.0
4699,2019-11-08,Seattle (WA),AAA Batteries (4-pack),10,2019,11,8,4,18.0,9.0
4698,2019-11-08,San Francisco (CA),ThinkPad Laptop,5,2019,11,8,4,7.0,4.0
4697,2019-11-08,San Francisco (CA),AAA Batteries (4-pack),36,2019,11,8,4,27.0,37.0
4696,2019-11-08,Portland (OR),AAA Batteries (4-pack),8,2019,11,8,4,3.0,7.0
4695,2019-11-08,New York City (NY),ThinkPad Laptop,5,2019,11,8,4,2.0,6.0
4693,2019-11-08,Los Angeles (CA),ThinkPad Laptop,1,2019,11,8,4,2.0,1.0
4694,2019-11-08,New York City (NY),AAA Batteries (4-pack),21,2019,11,8,4,26.0,9.0
4691,2019-11-08,Dallas (TX),AAA Batteries (4-pack),10,2019,11,8,4,6.0,8.0
4690,2019-11-08,Boston (MA),ThinkPad Laptop,1,2019,11,8,4,1.0,3.0
4689,2019-11-08,Boston (MA),AAA Batteries (4-pack),7,2019,11,8,4,14.0,9.0
4688,2019-11-08,Austin (TX),AAA Batteries (4-pack),7,2019,11,8,4,3.0,11.0
4687,2019-11-08,Atlanta (GA),ThinkPad Laptop,1,2019,11,8,4,2.0,1.0
4686,2019-11-08,Atlanta (GA),AAA Batteries (4-pack),3,2019,11,8,4,3.0,6.0
4692,2019-11-08,Los Angeles (CA),AAA Batteries (4-pack),26,2019,11,8,4,21.0,15.0
4714,2019-11-09,Seattle (WA),ThinkPad Laptop,2,2019,11,9,5,5.0,1.0
4713,2019-11-09,Seattle (WA),AAA Batteries (4-pack),6,2019,11,9,5,10.0,9.0
4712,2019-11-09,San Francisco (CA),ThinkPad Laptop,2,2019,11,9,5,5.0,2.0
4711,2019-11-09,San Francisco (CA),AAA Batteries (4-pack),35,2019,11,9,5,36.0,25.0
4710,2019-11-09,Portland (OR),AAA Batteries (4-pack),4,2019,11,9,5,8.0,8.0
4709,2019-11-09,Portland (ME),ThinkPad Laptop,1,2019,11,9,5,1.0,1.0
4708,2019-11-09,New York City (NY),AAA Batteries (4-pack),17,2019,11,9,5,21.0,12.0
4707,2019-11-09,Los Angeles (CA),ThinkPad Laptop,2,2019,11,9,5,1.0,4.0
4706,2019-11-09,Los Angeles (CA),AAA Batteries (4-pack),14,2019,11,9,5,26.0,15.0
4705,2019-11-09,Dallas (TX),ThinkPad Laptop,3,2019,11,9,5,1.0,2.0
4704,2019-11-09,Dallas (TX),AAA Batteries (4-pack),22,2019,11,9,5,10.0,7.0
4703,2019-11-09,Boston (MA),AAA Batteries (4-pack),15,2019,11,9,5,7.0,1.0
4702,2019-11-09,Austin (TX),AAA Batteries (4-pack),5,2019,11,9,5,7.0,3.0
4701,2019-11-09,Atlanta (GA),ThinkPad Laptop,1,2019,11,9,5,1.0,2.0
4700,2019-11-09,Atlanta (GA),AAA Batteries (4-pack),9,2019,11,9,5,3.0,3.0
4731,2019-11-10,Seattle (WA),ThinkPad Laptop,1,2019,11,10,6,2.0,2.0
4730,2019-11-10,Seattle (WA),AAA Batteries (4-pack),13,2019,11,10,6,6.0,5.0
4729,2019-11-10,San Francisco (CA),ThinkPad Laptop,2,2019,11,10,6,2.0,4.0
4728,2019-11-10,San Francisco (CA),AAA Batteries (4-pack),16,2019,11,10,6,35.0,25.0
4727,2019-11-10,Portland (OR),AAA Batteries (4-pack),6,2019,11,10,6,4.0,3.0
4726,2019-11-10,Portland (ME),AAA Batteries (4-pack),1,2019,11,10,6,5.0,2.0
4725,2019-11-10,New York City (NY),ThinkPad Laptop,7,2019,11,10,6,5.0,1.0
4724,2019-11-10,New York City (NY),AAA Batteries (4-pack),10,2019,11,10,6,17.0,12.0
4716,2019-11-10,Atlanta (GA),ThinkPad Laptop,1,2019,11,10,6,1.0,1.0
4722,2019-11-10,Los Angeles (CA),AAA Batteries (4-pack),17,2019,11,10,6,14.0,18.0
4721,2019-11-10,Dallas (TX),ThinkPad Laptop,2,2019,11,10,6,3.0,1.0
4720,2019-11-10,Dallas (TX),AAA Batteries (4-pack),6,2019,11,10,6,22.0,19.0
4719,2019-11-10,Boston (MA),ThinkPad Laptop,1,2019,11,10,6,1.0,2.0
4718,2019-11-10,Boston (MA),AAA Batteries (4-pack),9,2019,11,10,6,15.0,10.0
4717,2019-11-10,Austin (TX),AAA Batteries (4-pack),6,2019,11,10,6,5.0,2.0
4715,2019-11-10,Atlanta (GA),AAA Batteries (4-pack),5,2019,11,10,6,9.0,7.0
4723,2019-11-10,Los Angeles (CA),ThinkPad Laptop,3,2019,11,10,6,2.0,1.0
4742,2019-11-11,New York City (NY),AAA Batteries (4-pack),6,2019,11,11,0,10.0,19.0
4748,2019-11-11,Seattle (WA),ThinkPad Laptop,2,2019,11,11,0,1.0,4.0
4747,2019-11-11,Seattle (WA),AAA Batteries (4-pack),11,2019,11,11,0,13.0,10.0
4746,2019-11-11,San Francisco (CA),ThinkPad Laptop,3,2019,11,11,0,2.0,3.0
4745,2019-11-11,San Francisco (CA),AAA Batteries (4-pack),18,2019,11,11,0,16.0,29.0
4744,2019-11-11,Portland (OR),AAA Batteries (4-pack),6,2019,11,11,0,6.0,7.0
4743,2019-11-11,New York City (NY),ThinkPad Laptop,1,2019,11,11,0,7.0,5.0
4741,2019-11-11,Los Angeles (CA),ThinkPad Laptop,3,2019,11,11,0,3.0,2.0
4740,2019-11-11,Los Angeles (CA),AAA Batteries (4-pack),8,2019,11,11,0,17.0,19.0
4739,2019-11-11,Dallas (TX),ThinkPad Laptop,1,2019,11,11,0,2.0,3.0
4738,2019-11-11,Dallas (TX),AAA Batteries (4-pack),8,2019,11,11,0,6.0,19.0
4737,2019-11-11,Boston (MA),ThinkPad Laptop,2,2019,11,11,0,1.0,2.0
4736,2019-11-11,Boston (MA),AAA Batteries (4-pack),9,2019,11,11,0,9.0,14.0
4735,2019-11-11,Austin (TX),ThinkPad Laptop,1,2019,11,11,0,1.0,1.0
4734,2019-11-11,Austin (TX),AAA Batteries (4-pack),2,2019,11,11,0,6.0,2.0
4733,2019-11-11,Atlanta (GA),ThinkPad Laptop,1,2019,11,11,0,1.0,2.0
4732,2019-11-11,Atlanta (GA),AAA Batteries (4-pack),4,2019,11,11,0,5.0,2.0
4763,2019-11-12,Seattle (WA),AAA Batteries (4-pack),22,2019,11,12,1,11.0,9.0
4762,2019-11-12,San Francisco (CA),ThinkPad Laptop,3,2019,11,12,1,3.0,2.0
4761,2019-11-12,San Francisco (CA),AAA Batteries (4-pack),23,2019,11,12,1,18.0,25.0
4760,2019-11-12,Portland (OR),ThinkPad Laptop,1,2019,11,12,1,1.0,1.0
4759,2019-11-12,Portland (OR),AAA Batteries (4-pack),9,2019,11,12,1,6.0,9.0
4758,2019-11-12,Portland (ME),AAA Batteries (4-pack),2,2019,11,12,1,1.0,2.0
4757,2019-11-12,New York City (NY),ThinkPad Laptop,1,2019,11,12,1,1.0,2.0
4764,2019-11-12,Seattle (WA),ThinkPad Laptop,2,2019,11,12,1,2.0,1.0
4755,2019-11-12,Los Angeles (CA),ThinkPad Laptop,5,2019,11,12,1,3.0,3.0
4754,2019-11-12,Los Angeles (CA),AAA Batteries (4-pack),22,2019,11,12,1,8.0,6.0
4753,2019-11-12,Dallas (TX),AAA Batteries (4-pack),8,2019,11,12,1,8.0,12.0
4752,2019-11-12,Boston (MA),AAA Batteries (4-pack),12,2019,11,12,1,9.0,17.0
4751,2019-11-12,Austin (TX),AAA Batteries (4-pack),9,2019,11,12,1,2.0,3.0
4750,2019-11-12,Atlanta (GA),ThinkPad Laptop,2,2019,11,12,1,1.0,1.0
4749,2019-11-12,Atlanta (GA),AAA Batteries (4-pack),13,2019,11,12,1,4.0,4.0
4756,2019-11-12,New York City (NY),AAA Batteries (4-pack),20,2019,11,12,1,6.0,8.0
4780,2019-11-13,Seattle (WA),AAA Batteries (4-pack),11,2019,11,13,2,22.0,9.0
4779,2019-11-13,San Francisco (CA),ThinkPad Laptop,3,2019,11,13,2,3.0,2.0
4778,2019-11-13,San Francisco (CA),AAA Batteries (4-pack),21,2019,11,13,2,23.0,17.0
4777,2019-11-13,Portland (OR),AAA Batteries (4-pack),8,2019,11,13,2,9.0,2.0
4776,2019-11-13,Portland (ME),AAA Batteries (4-pack),1,2019,11,13,2,2.0,1.0
4775,2019-11-13,New York City (NY),ThinkPad Laptop,2,2019,11,13,2,1.0,1.0
4774,2019-11-13,New York City (NY),AAA Batteries (4-pack),20,2019,11,13,2,20.0,18.0
4773,2019-11-13,Los Angeles (CA),ThinkPad Laptop,2,2019,11,13,2,5.0,2.0
4772,2019-11-13,Los Angeles (CA),AAA Batteries (4-pack),19,2019,11,13,2,22.0,20.0
4770,2019-11-13,Dallas (TX),AAA Batteries (4-pack),7,2019,11,13,2,8.0,10.0
4769,2019-11-13,Boston (MA),ThinkPad Laptop,1,2019,11,13,2,2.0,3.0
4768,2019-11-13,Boston (MA),AAA Batteries (4-pack),13,2019,11,13,2,12.0,5.0
4767,2019-11-13,Austin (TX),AAA Batteries (4-pack),8,2019,11,13,2,9.0,6.0
4766,2019-11-13,Atlanta (GA),ThinkPad Laptop,1,2019,11,13,2,2.0,1.0
4765,2019-11-13,Atlanta (GA),AAA Batteries (4-pack),10,2019,11,13,2,13.0,14.0
4771,2019-11-13,Dallas (TX),ThinkPad Laptop,1,2019,11,13,2,1.0,2.0
4791,2019-11-14,New York City (NY),ThinkPad Laptop,3,2019,11,14,3,2.0,3.0
4797,2019-11-14,Seattle (WA),ThinkPad Laptop,1,2019,11,14,3,2.0,1.0
4796,2019-11-14,Seattle (WA),AAA Batteries (4-pack),16,2019,11,14,3,11.0,18.0
4795,2019-11-14,San Francisco (CA),ThinkPad Laptop,5,2019,11,14,3,3.0,7.0
4794,2019-11-14,San Francisco (CA),AAA Batteries (4-pack),26,2019,11,14,3,21.0,27.0
4793,2019-11-14,Portland (OR),AAA Batteries (4-pack),3,2019,11,14,3,8.0,3.0
4792,2019-11-14,Portland (ME),AAA Batteries (4-pack),1,2019,11,14,3,1.0,1.0
4790,2019-11-14,New York City (NY),AAA Batteries (4-pack),20,2019,11,14,3,20.0,26.0
4781,2019-11-14,Atlanta (GA),AAA Batteries (4-pack),1,2019,11,14,3,10.0,3.0
4788,2019-11-14,Los Angeles (CA),AAA Batteries (4-pack),12,2019,11,14,3,19.0,21.0
4787,2019-11-14,Dallas (TX),ThinkPad Laptop,1,2019,11,14,3,1.0,1.0
4786,2019-11-14,Dallas (TX),AAA Batteries (4-pack),4,2019,11,14,3,7.0,6.0
4785,2019-11-14,Boston (MA),ThinkPad Laptop,1,2019,11,14,3,1.0,1.0
4784,2019-11-14,Boston (MA),AAA Batteries (4-pack),7,2019,11,14,3,13.0,14.0
4783,2019-11-14,Austin (TX),AAA Batteries (4-pack),6,2019,11,14,3,8.0,3.0
4782,2019-11-14,Atlanta (GA),ThinkPad Laptop,2,2019,11,14,3,1.0,2.0
4789,2019-11-14,Los Angeles (CA),ThinkPad Laptop,5,2019,11,14,3,2.0,2.0
4810,2019-11-15,Portland (ME),AAA Batteries (4-pack),1,2019,11,15,4,1.0,3.0
4811,2019-11-15,Portland (OR),AAA Batteries (4-pack),7,2019,11,15,4,3.0,8.0
4812,2019-11-15,Portland (OR),ThinkPad Laptop,1,2019,11,15,4,1.0,2.0
4816,2019-11-15,Seattle (WA),ThinkPad Laptop,1,2019,11,15,4,1.0,1.0
4814,2019-11-15,San Francisco (CA),ThinkPad Laptop,5,2019,11,15,4,5.0,5.0
4815,2019-11-15,Seattle (WA),AAA Batteries (4-pack),8,2019,11,15,4,16.0,10.0
4809,2019-11-15,New York City (NY),ThinkPad Laptop,2,2019,11,15,4,3.0,2.0
4813,2019-11-15,San Francisco (CA),AAA Batteries (4-pack),30,2019,11,15,4,26.0,36.0
